license_id,brand_name,ingredient,drugbank_id,potential_indication,source,score
EMEA/H/C/004326,Carmustine medac (previously Carmustine Obvius),CARMUSTINE,DB00262,high grade B-cell lymphoma,TxGNN Deep Learning,0.8586256504058838
EMEA/H/C/004326,Carmustine medac (previously Carmustine Obvius),CARMUSTINE,DB00262,lymphomatoid granulomatosis,TxGNN Deep Learning,0.8586256504058838
EMEA/H/C/004326,Carmustine medac (previously Carmustine Obvius),CARMUSTINE,DB00262,gastric diffuse large B-cell lymphoma,TxGNN Deep Learning,0.8586256504058838
EMEA/H/C/005975,Tuzulby,METHYLPHENIDATE HYDROCHLORIDE,DB00422,borna disease,TxGNN Deep Learning,0.8586128354072571
EMEA/H/C/000660,Inovelon,RUFINAMIDE,DB06201,developmental and speech delay due to SOX5 deficiency,TxGNN Deep Learning,0.8585814833641052
EMEA/H/C/001016,Iressa,GEFITINIB,DB00317,giant adenofibroma of the breast,TxGNN Deep Learning,0.8585627675056458
EMEA/H/C/001016,Iressa,GEFITINIB,DB00317,diabetic mastopathy,TxGNN Deep Learning,0.8585627675056458
EMEA/H/C/001016,Iressa,GEFITINIB,DB00317,benign neoplasm of male breast,TxGNN Deep Learning,0.8585627675056458
EMEA/H/C/004019,Ucedane,CARGLUMIC ACID,DB06775,dermoid cyst of ovary,TxGNN Deep Learning,0.8585483431816101
EMEA/H/C/000618,Tarceva,ERLOTINIB,DB00530,bone sarcoma,TxGNN Deep Learning,0.8585413098335266
EMEA/H/C/004264,Inhixa,ENOXAPARIN SODIUM,DB01225,infantile digital fibromatosis,TxGNN Deep Learning,0.8585284948348999
,Norethisterone,NORETHISTERONE,DB00717,caudal regression-sirenomelia spectrum,TxGNN Deep Learning,0.8585027456283569
EMEA/H/C/003819,Zykadia,CERITINIB,DB09063,pediatric extraocular retinoblastoma,TxGNN Deep Learning,0.8584723472595215
EMEA/H/C/005898,Orserdu,ELACESTRANT,DB06374,multiple endocrine neoplasia,TxGNN Deep Learning,0.8584622144699097
EMEA/H/C/004090,Kymriah,TISAGENLECLEUCEL,DB13881,normal breast-like subtype of breast carcinoma,TxGNN Deep Learning,0.8584590554237366
EMEA/H/C/004480,Yescarta,AXICABTAGENE CILOLEUCEL,DB13915,normal breast-like subtype of breast carcinoma,TxGNN Deep Learning,0.8584590554237366
EMEA/H/C/004480,Yescarta,AXICABTAGENE CILOLEUCEL,DB13915,progesterone-receptor positive breast cancer,TxGNN Deep Learning,0.8584590554237366
EMEA/H/C/004090,Kymriah,TISAGENLECLEUCEL,DB13881,progesterone-receptor positive breast cancer,TxGNN Deep Learning,0.8584590554237366
,Ledipasvir,LEDIPASVIR,DB09027,marcothrombocytopenia with mitral valve insufficiency,TxGNN Deep Learning,0.8584430813789368
EMEA/H/C/003791,Imbruvica,IBRUTINIB,DB09053,familial thrombocytosis,TxGNN Deep Learning,0.8584215641021729
EMEA/H/C/004870,Polivy,POLATUZUMAB VEDOTIN,DB12240,bladder papillary urothelial carcinoma,TxGNN Deep Learning,0.8583263754844666
EMEA/H/C/000660,Inovelon,RUFINAMIDE,DB06201,audiogenic seizures,TxGNN Deep Learning,0.8582299947738647
EMEA/H/C/000660,Inovelon,RUFINAMIDE,DB06201,eating seizures,TxGNN Deep Learning,0.8582299947738647
EMEA/H/C/000660,Inovelon,RUFINAMIDE,DB06201,startle epilepsy,TxGNN Deep Learning,0.8582299947738647
EMEA/H/C/000660,Inovelon,RUFINAMIDE,DB06201,micturation-induced seizures,TxGNN Deep Learning,0.8582299947738647
EMEA/H/C/000660,Inovelon,RUFINAMIDE,DB06201,thinking seizures,TxGNN Deep Learning,0.8582299947738647
EMEA/H/C/000660,Inovelon,RUFINAMIDE,DB06201,orgasm-induced seizures,TxGNN Deep Learning,0.8582299947738647
EMEA/H/C/005436,Minjuvi,TAFASITAMAB,DB15044,prostatic urethra urothelial carcinoma,TxGNN Deep Learning,0.8581876754760742
EMEA/H/C/004964,Silodosin Recordati,SILODOSIN,DB06207,isolated pulmonary capillaritis,TxGNN Deep Learning,0.8581658601760864
EMEA/H/C/002213,Yervoy,IPILIMUMAB,DB06186,sex chromosome disorder of sex development,TxGNN Deep Learning,0.8581417798995972
EMEA/H/C/004752,Xospata,GILTERITINIB FUMARATE,DB12141,metastatic melanoma,TxGNN Deep Learning,0.8581324219703674
EMEA/H/C/000909,Qutenza,CAPSAICIN,DB06774,trigeminal autonomic cephalalgia,TxGNN Deep Learning,0.8581293225288391
EMEA/H/C/002264,Edurant,RILPIVIRINE HYDROCHLORIDE,DB08864,hepatitis B virus infection,TxGNN Deep Learning,0.8580774664878845
,Tazobactam,TAZOBACTAM,DB01606,laryngitis,TxGNN Deep Learning,0.8580588102340698
EMEA/H/C/002753,Tivicay,DOLUTEGRAVIR,DB08930,ulceration of vulva,TxGNN Deep Learning,0.8580076098442078
EMEA/H/C/005436,Minjuvi,TAFASITAMAB,DB15044,infiltrating bladder urothelial carcinoma sarcomatoid variant,TxGNN Deep Learning,0.8579697012901306
EMEA/H/C/002616,Wakix,PITOLISANT,DB11642,postural orthostatic tachycardia syndrome,TxGNN Deep Learning,0.8579676747322083
EMEA/H/C/000165,MabThera,RITUXIMAB,DB00073,Niemann-Pick disease type C,TxGNN Deep Learning,0.8579617738723755
EMEA/H/C/000660,Inovelon,RUFINAMIDE,DB06201,recessive intellectual disability-motor dysfunction-multiple joint contractures syndrome,TxGNN Deep Learning,0.8579608201980591
EMEA/H/C/000660,Inovelon,RUFINAMIDE,DB06201,polymicrogyria,TxGNN Deep Learning,0.8579398989677429
EMEA/H/C/002345,Revestive,TEDUGLUTIDE,DB08900,malakoplakia,TxGNN Deep Learning,0.8579357862472534
EMEA/H/C/002294,Vyndaqel,TAFAMIDIS,DB11644,Glanzmann thrombasthenia,TxGNN Deep Learning,0.8579093217849731
EMEA/H/C/002618,Nexium Control,ESOMEPRAZOLE,DB00736,pancreas disease,TxGNN Deep Learning,0.8578658699989319
EMEA/H/C/005436,Minjuvi,TAFASITAMAB,DB15044,"psoriasis 14, pustular",TxGNN Deep Learning,0.8578379154205322
EMEA/H/C/005603,Melatonin Neurim,MELATONIN,DB01065,obesity disorder,TxGNN Deep Learning,0.8577316403388977
EMEA/H/C/003718,Lemtrada,ALEMTUZUMAB,DB00087,vestibulocochlear nerve neoplasm,TxGNN Deep Learning,0.8577306866645813
EMEA/H/C/001177,Sycrest,ASENAPINE MALEATE,DB06216,specific developmental disorder,TxGNN Deep Learning,0.8576855659484863
EMEA/H/C/000494,Reyataz,ATAZANAVIR (AS SULFATE),DB01072,hepatitis A virus infection,TxGNN Deep Learning,0.8576749563217163
EMEA/H/C/003718,Lemtrada,ALEMTUZUMAB,DB00087,pre-malignant neoplasm,TxGNN Deep Learning,0.8575858473777771
EMEA/H/C/000535,Wilzin,ZINC,DB01593,irritable bowel syndrome,TxGNN Deep Learning,0.8575473427772522
EMEA/H/C/006312,Paxneury,GUANFACINE HYDROCHLORIDE,DB01018,atypical glycine encephalopathy,TxGNN Deep Learning,0.857507050037384
EMEA/H/C/004535,Spravato,ESKETAMINE HYDROCHLORIDE,DB11823,"asthma-related traits, susceptibility to",TxGNN Deep Learning,0.8573759198188782
EMEA/H/C/004780,Stimufend,PEGFILGRASTIM,DB00019,HER2 positive breast carcinoma,TxGNN Deep Learning,0.8573560118675232
EMEA/H/C/000660,Inovelon,RUFINAMIDE,DB06201,global developmental delay-osteopenia-ectodermal defect syndrome,TxGNN Deep Learning,0.857354998588562
EMEA/H/C/000570,Mimpara,CINACALCET HYDROCHLORIDE,DB01012,coronary artery disease,TxGNN Deep Learning,0.8572750687599182
EMEA/H/C/003718,Lemtrada,ALEMTUZUMAB,DB00087,neoplasm of middle ear,TxGNN Deep Learning,0.8572514057159424
EMEA/H/C/003912,Cinqaero,RESLIZUMAB,DB06602,platelet-type bleeding disorder,TxGNN Deep Learning,0.8572182059288025
EMEA/H/C/004024,Pregabalin Accord,PREGABALIN,DB00230,transient ischemic attack (disease),TxGNN Deep Learning,0.8572085499763489
EMEA/H/C/000660,Inovelon,RUFINAMIDE,DB06201,Al Kaissi syndrome,TxGNN Deep Learning,0.8571894764900208
EMEA/H/C/005207,Trepulmix,TREPROSTINIL SODIUM,DB00374,telangiectasia macularis eruptiva perstans,TxGNN Deep Learning,0.8571402430534363
EMEA/H/C/005207,Trepulmix,TREPROSTINIL SODIUM,DB00374,typical urticaria pigmentosa,TxGNN Deep Learning,0.8571402430534363
EMEA/H/C/005207,Trepulmix,TREPROSTINIL SODIUM,DB00374,plaque-form urticaria pigmentosa,TxGNN Deep Learning,0.8571402430534363
EMEA/H/C/001016,Iressa,GEFITINIB,DB00317,infiltrating nipple syringomatous adenoma,TxGNN Deep Learning,0.8571364283561707
EMEA/H/C/001016,Iressa,GEFITINIB,DB00317,subareolar duct papillomatosis,TxGNN Deep Learning,0.8571364283561707
EMEA/H/C/004458,Entecavir Accord,ENTECAVIR,DB00442,maternal hyperthermia induced birth defects,TxGNN Deep Learning,0.8571281433105469
EMEA/H/C/000717,Revlimid,LENALIDOMIDE,DB00480,lymphoid neoplasm,TxGNN Deep Learning,0.8570864796638489
EMEA/H/C/003718,Lemtrada,ALEMTUZUMAB,DB00087,abducens nerve neoplasm,TxGNN Deep Learning,0.8570370078086853
EMEA/H/C/000570,Mimpara,CINACALCET HYDROCHLORIDE,DB01012,migraine disorder,TxGNN Deep Learning,0.8570332527160645
EMEA/H/C/000717,Revlimid,LENALIDOMIDE,DB00480,liver sarcoma,TxGNN Deep Learning,0.8570244312286377
EMEA/H/C/003718,Lemtrada,ALEMTUZUMAB,DB00087,vagus nerve paraganglioma,TxGNN Deep Learning,0.856967031955719
EMEA/H/C/003718,Lemtrada,ALEMTUZUMAB,DB00087,benign neoplasm of ear,TxGNN Deep Learning,0.8569652438163757
,Fingolimod,FINGOLIMOD,DB08868,central nervous system fibrosarcoma,TxGNN Deep Learning,0.8569484353065491
EMEA/H/C/000660,Inovelon,RUFINAMIDE,DB06201,"hypotrichosis-intellectual disability, Lopes type",TxGNN Deep Learning,0.8569445610046387
EMEA/H/C/005030,Sogroya,SOMAPACITAN,DB15093,tendinitis,TxGNN Deep Learning,0.8569204211235046
EMEA/H/C/004447,Aimovig,ERENUMAB,DB14039,severe nonproliferative diabetic retinopathy,TxGNN Deep Learning,0.8569045662879944
,Bictegravir,BICTEGRAVIR,DB11799,benign mammary dysplasia,TxGNN Deep Learning,0.8568643927574158
EMEA/H/C/005725,Vydura,RIMEGEPANT,DB12457,cerebral infarction,TxGNN Deep Learning,0.8567564487457275
EMEA/H/C/000154,Xenical,ORLISTAT,DB01083,ABri amyloidosis,TxGNN Deep Learning,0.8567469120025635
EMEA/H/C/004870,Polivy,POLATUZUMAB VEDOTIN,DB12240,polyclonal hypergammaglobulinemia,TxGNN Deep Learning,0.8567135334014893
EMEA/H/C/000660,Inovelon,RUFINAMIDE,DB06201,developmental delay and seizures with or without movement abnormalities,TxGNN Deep Learning,0.8567091226577759
EMEA/H/C/000379,Cancidas (previously Caspofungin MSD),CASPOFUNGIN (AS ACETATE),DB00520,ulcerative proctosigmoiditis,TxGNN Deep Learning,0.8566762208938599
EMEA/H/C/004780,Stimufend,PEGFILGRASTIM,DB00019,non-syndromic esophageal malformation,TxGNN Deep Learning,0.8566724061965942
EMEA/H/C/004444,Reblozyl,LUSPATERCEPT,DB12281,Budd-Chiari syndrome,TxGNN Deep Learning,0.8566378951072693
EMEA/H/C/000107,Epivir,LAMIVUDINE,DB00709,IgG4-related retroperitoneal fibrosis,TxGNN Deep Learning,0.856625497341156
EMEA/H/C/005550,Artesunate Amivas,ARTESUNATE,DB09274,malaria,TxGNN Deep Learning,0.8565910458564758
EMEA/H/C/005603,Melatonin Neurim,MELATONIN,DB01065,restless legs syndrome,TxGNN Deep Learning,0.8564764857292175
,Ketorolac,KETOROLAC,DB00465,chronic pain syndrome,TxGNN Deep Learning,0.8564760088920593
EMEA/H/C/004248,Alunbrig,BRIGATINIB,DB12267,myeloid leukemia,TxGNN Deep Learning,0.8564753532409668
,Velpatasvir,VELPATASVIR,DB11613,collagenopathy,TxGNN Deep Learning,0.8564559817314148
EMEA/H/C/003731,Blincyto,BLINATUMOMAB,DB09052,Scott syndrome,TxGNN Deep Learning,0.8564066886901855
EMEA/H/C/004090,Kymriah,TISAGENLECLEUCEL,DB13881,breast tumor luminal A or B,TxGNN Deep Learning,0.8564003705978394
EMEA/H/C/004480,Yescarta,AXICABTAGENE CILOLEUCEL,DB13915,breast tumor luminal A or B,TxGNN Deep Learning,0.8564003705978394
EMEA/H/C/000277,Keppra,LEVETIRACETAM,DB01202,"sleep disorder, initiating and maintaining sleep",TxGNN Deep Learning,0.8563933968544006
EMEA/H/C/004480,Yescarta,AXICABTAGENE CILOLEUCEL,DB13915,hypermobility of coccyx,TxGNN Deep Learning,0.856386661529541
EMEA/H/C/004090,Kymriah,TISAGENLECLEUCEL,DB13881,hypermobility of coccyx,TxGNN Deep Learning,0.856386661529541
EMEA/H/C/000660,Inovelon,RUFINAMIDE,DB06201,idiopathic hemiconvulsion-hemiplegia syndrome,TxGNN Deep Learning,0.8563613295555115
EMEA/H/C/001027,ellaOne,ULIPRISTAL,DB08867,fibromyalgia,TxGNN Deep Learning,0.8563379645347595
EMEA/H/C/004870,Polivy,POLATUZUMAB VEDOTIN,DB12240,autosomal dominant macrothrombocytopenia,TxGNN Deep Learning,0.8563262820243835
EMEA/H/C/000105,Rapilysin,RETEPLASE,DB00015,sagittal sinus thrombosis,TxGNN Deep Learning,0.856316089630127
EMEA/H/C/003718,Lemtrada,ALEMTUZUMAB,DB00087,cystic neoplasm,TxGNN Deep Learning,0.8562772274017334
EMEA/H/C/000900,Intelence,ETRAVIRINE,DB06414,homozygous familial hypercholesterolemia,TxGNN Deep Learning,0.8562421798706055
EMEA/H/C/003718,Lemtrada,ALEMTUZUMAB,DB00087,neoplasm of minor salivary gland,TxGNN Deep Learning,0.8562277555465698
EMEA/H/C/000909,Qutenza,CAPSAICIN,DB06774,cerebral malformation with epilepsy,TxGNN Deep Learning,0.8561869263648987
,Ketorolac,KETOROLAC,DB00465,"exostoses, multiple,",TxGNN Deep Learning,0.8561848402023315
EMEA/H/C/002489,Xalkori,CRIZOTINIB,DB08865,amyotrophic lateral sclerosis,TxGNN Deep Learning,0.8561683297157288
,Fingolimod,FINGOLIMOD,DB08868,cutaneous undifferentiated pleomorphic sarcoma,TxGNN Deep Learning,0.85614413022995
EMEA/H/C/003718,Lemtrada,ALEMTUZUMAB,DB00087,mesenchymoma,TxGNN Deep Learning,0.856071412563324
EMEA/H/C/002827,Plegridy,PEGINTERFERON BETA-1A,DB09122,mucinous ovarian cancer,TxGNN Deep Learning,0.8560653328895569
,Trifluridine,TRIFLURIDINE,DB00432,herpes simplex virus keratitis,TxGNN Deep Learning,0.8560043573379517
EMEA/H/C/003791,Imbruvica,IBRUTINIB,DB09053,"lymphoma, non-Hodgkin, familial",TxGNN Deep Learning,0.8559205532073975
EMEA/H/C/003985,Opdivo,NIVOLUMAB,DB09035,lung germ cell tumor,TxGNN Deep Learning,0.8559039235115051
EMEA/H/C/003985,Opdivo,NIVOLUMAB,DB09035,pulmonary sulcus neoplasm,TxGNN Deep Learning,0.8559039235115051
EMEA/H/C/005818,Uplizna,INEBILIZUMAB,DB12530,Crohn disease of the esophagus,TxGNN Deep Learning,0.855892539024353
EMEA/H/C/005957,Obgemsa,VIBEGRON,DB14895,psychogenic movement disorders,TxGNN Deep Learning,0.8558841943740845
EMEA/H/C/004480,Yescarta,AXICABTAGENE CILOLEUCEL,DB13915,polyarticular juvenile rheumatoid arthritis,TxGNN Deep Learning,0.8558838367462158
EMEA/H/C/004090,Kymriah,TISAGENLECLEUCEL,DB13881,polyarticular juvenile rheumatoid arthritis,TxGNN Deep Learning,0.8558838367462158
EMEA/H/C/004458,Entecavir Accord,ENTECAVIR,DB00442,Plasmodium falciparum malaria,TxGNN Deep Learning,0.8558759689331055
EMEA/H/C/002359,Zoledronic acid medac,ZOLEDRONIC ACID MONOHYDRATE,DB00399,cholelithiasis,TxGNN Deep Learning,0.8557769656181335
EMEA/H/C/004458,Entecavir Accord,ENTECAVIR,DB00442,cleft lip/palate-intestinal malrotation-cardiopathy syndrome,TxGNN Deep Learning,0.8557671904563904
EMEA/H/C/005975,Tuzulby,METHYLPHENIDATE HYDROCHLORIDE,DB00422,Keppen-Lubinsky syndrome,TxGNN Deep Learning,0.855759859085083
EMEA/H/C/005535,Qaialdo,SPIRONOLACTONE,DB00421,Waterhouse-Friderichsen syndrome,TxGNN Deep Learning,0.8557559847831726
EMEA/H/C/003718,Lemtrada,ALEMTUZUMAB,DB00087,external ear neoplasm,TxGNN Deep Learning,0.8557364344596863
,Pibrentasvir,PIBRENTASVIR,DB13878,hepatoportal sclerosis,TxGNN Deep Learning,0.8557344079017639
,Pibrentasvir,PIBRENTASVIR,DB13878,hepatopulmonary syndrome,TxGNN Deep Learning,0.8557344079017639
,Pibrentasvir,PIBRENTASVIR,DB13878,primitive portal vein thrombosis,TxGNN Deep Learning,0.8557344079017639
,Pibrentasvir,PIBRENTASVIR,DB13878,idiopathic copper-associated cirrhosis,TxGNN Deep Learning,0.8557344079017639
,Pibrentasvir,PIBRENTASVIR,DB13878,early-onset familial noncirrhotic portal hypertension,TxGNN Deep Learning,0.8557344079017639
EMEA/H/C/000532,Kentera (previously Oxybutynin Nicobrand),OXYBUTYNIN,DB01062,detrusor sphincter dyssynergia (disease),TxGNN Deep Learning,0.855650007724762
EMEA/H/C/000900,Intelence,ETRAVIRINE,DB06414,oral candidiasis,TxGNN Deep Learning,0.8556309938430786
EMEA/H/C/000252,Ziagen,ABACAVIR,DB01048,homozygous familial hypercholesterolemia,TxGNN Deep Learning,0.8555964231491089
,Ledipasvir,LEDIPASVIR,DB09027,transient neonatal thrombocytopenia,TxGNN Deep Learning,0.8555870056152344
EMEA/H/C/004142,Alprolix,EFTRENONACOG ALFA,DB11608,congenital factor V deficiency,TxGNN Deep Learning,0.8555781245231628
,Lopinavir,LOPINAVIR,DB01601,benign prostate phyllodes tumor,TxGNN Deep Learning,0.8555742502212524
EMEA/H/C/003731,Blincyto,BLINATUMOMAB,DB09052,pityriasis lichenoides,TxGNN Deep Learning,0.8555523753166199
EMEA/H/C/004438,Mepsevii,VESTRONIDASE ALFA,DB12366,neurometabolic disease,TxGNN Deep Learning,0.8555439114570618
EMEA/H/C/004029,Lokelma,SODIUM ZIRCONIUM CYCLOSILICATE,DB14048,ulceration of vulva,TxGNN Deep Learning,0.8555420637130737
EMEA/H/C/004964,Silodosin Recordati,SILODOSIN,DB06207,primary interstitial lung disease specific to childhood,TxGNN Deep Learning,0.8555124998092651
,Alendronic acid,ALENDRONIC ACID,DB00630,Paget disease of bone,TxGNN Deep Learning,0.8554628491401672
EMEA/H/C/001016,Iressa,GEFITINIB,DB00317,intraductal breast papillomatosis,TxGNN Deep Learning,0.8554218411445618
EMEA/H/C/005943,Plerixafor Accord,PLERIXAFOR,DB06809,bladder urachal urothelial carcinoma,TxGNN Deep Learning,0.8553943634033203
EMEA/H/C/004090,Kymriah,TISAGENLECLEUCEL,DB13881,inflammatory spondylopathy,TxGNN Deep Learning,0.8553751707077026
EMEA/H/C/004480,Yescarta,AXICABTAGENE CILOLEUCEL,DB13915,inflammatory spondylopathy,TxGNN Deep Learning,0.8553751707077026
EMEA/H/C/002489,Xalkori,CRIZOTINIB,DB08865,inverse Klippel-Trenaunay syndrome,TxGNN Deep Learning,0.8553382158279419
EMEA/H/C/003718,Lemtrada,ALEMTUZUMAB,DB00087,Keratocystic odontogenic tumor,TxGNN Deep Learning,0.8553293943405151
EMEA/H/C/001249,Vpriv,VELAGLUCERASE ALFA,DB06720,Arts syndrome,TxGNN Deep Learning,0.8552483916282654
EMEA/H/C/001249,Vpriv,VELAGLUCERASE ALFA,DB06720,mucopolysaccharidosis,TxGNN Deep Learning,0.8552380204200745
EMEA/H/C/005603,Melatonin Neurim,MELATONIN,DB01065,migraine disorder,TxGNN Deep Learning,0.8552314043045044
EMEA/H/C/002776,Lumeblue (previously Methylthioninium chloride Cosmo),METHYLTHIONINIUM CHLORIDE,DB08167,bronchitis,TxGNN Deep Learning,0.8552305698394775
EMEA/H/C/002770,Reagila,CARIPRAZINE HYDROCHLORIDE,DB06016,agoraphobia,TxGNN Deep Learning,0.8551743030548096
EMEA/H/C/006468,Xbryk,DENOSUMAB,DB06643,psoriasis,TxGNN Deep Learning,0.8551658987998962
EMEA/H/C/000660,Inovelon,RUFINAMIDE,DB06201,PSPH deficiency,TxGNN Deep Learning,0.8551458716392517
EMEA/H/C/006138,Winlevi,CLASCOTERONE,DB12499,multiple endocrine neoplasia,TxGNN Deep Learning,0.8551341891288757
EMEA/H/C/004654,Rolufta Ellipta (previously Rolufta),UMECLIDINIUM BROMIDE,DB09076,hereditary late onset Parkinson disease,TxGNN Deep Learning,0.8550912737846375
EMEA/H/C/000839,Volibris,AMBRISENTAN,DB06403,heart fibrosarcoma,TxGNN Deep Learning,0.8550382852554321
EMEA/H/C/000379,Cancidas (previously Caspofungin MSD),CASPOFUNGIN (AS ACETATE),DB00520,opportunistic mycosis,TxGNN Deep Learning,0.8549742698669434
EMEA/H/C/003729,Cosentyx,SECUKINUMAB,DB09029,multifocal choroiditis,TxGNN Deep Learning,0.8549684882164001
,Timolol,TIMOLOL,DB00373,angle-closure glaucoma,TxGNN Deep Learning,0.8549619317054749
EMEA/H/C/001016,Iressa,GEFITINIB,DB00317,familial caudal dysgenesis,TxGNN Deep Learning,0.8549463748931885
EMEA/H/C/000521,Lysodren,MITOTANE,DB00648,neuroretinitis,TxGNN Deep Learning,0.8549397587776184
EMEA/H/C/001016,Iressa,GEFITINIB,DB00317,benign eccrine breast spiradenoma,TxGNN Deep Learning,0.8549218773841858
EMEA/H/C/004480,Yescarta,AXICABTAGENE CILOLEUCEL,DB13915,multifocal choroiditis,TxGNN Deep Learning,0.8549203276634216
EMEA/H/C/004090,Kymriah,TISAGENLECLEUCEL,DB13881,multifocal choroiditis,TxGNN Deep Learning,0.8549203276634216
EMEA/H/C/005436,Minjuvi,TAFASITAMAB,DB15044,plasma cell myeloma,TxGNN Deep Learning,0.8548939824104309
,Grazoprevir,GRAZOPREVIR,DB11575,"hypercholesterolemia, autosomal dominant",TxGNN Deep Learning,0.8548828363418579
EMEA/H/C/004024,Pregabalin Accord,PREGABALIN,DB00230,Tourette syndrome,TxGNN Deep Learning,0.8548173308372498
EMEA/H/C/000839,Volibris,AMBRISENTAN,DB06403,uterine corpus myxoid leiomyosarcoma,TxGNN Deep Learning,0.8547187447547913
EMEA/H/C/004029,Lokelma,SODIUM ZIRCONIUM CYCLOSILICATE,DB14048,thrombophilia,TxGNN Deep Learning,0.8546669483184814
EMEA/H/C/000535,Wilzin,ZINC,DB01593,trigeminal autonomic cephalalgia,TxGNN Deep Learning,0.8546299338340759
EMEA/H/C/004458,Entecavir Accord,ENTECAVIR,DB00442,fetal minoxidil syndrome,TxGNN Deep Learning,0.8545966744422913
EMEA/H/C/000839,Volibris,AMBRISENTAN,DB06403,conventional fibrosarcoma,TxGNN Deep Learning,0.8545925617218018
EMEA/H/C/004444,Reblozyl,LUSPATERCEPT,DB12281,adenosine monophosphate deaminase deficiency,TxGNN Deep Learning,0.854573667049408
EMEA/H/C/004275,Crysvita,BUROSUMAB,DB14012,gastric linitis plastica,TxGNN Deep Learning,0.8545708656311035
EMEA/H/C/003718,Lemtrada,ALEMTUZUMAB,DB00087,oculomotor nerve neoplasm,TxGNN Deep Learning,0.854568600654602
EMEA/H/C/006312,Paxneury,GUANFACINE HYDROCHLORIDE,DB01018,syndromic myopia,TxGNN Deep Learning,0.8545666933059692
,Phenylephrine,PHENYLEPHRINE,DB00388,viral conjunctivitis,TxGNN Deep Learning,0.8545394539833069
EMEA/H/C/004090,Kymriah,TISAGENLECLEUCEL,DB13881,drug-induced osteoporosis,TxGNN Deep Learning,0.8545351028442383
EMEA/H/C/004480,Yescarta,AXICABTAGENE CILOLEUCEL,DB13915,drug-induced osteoporosis,TxGNN Deep Learning,0.8545351028442383
EMEA/H/C/004248,Alunbrig,BRIGATINIB,DB12267,neuroblastoma,TxGNN Deep Learning,0.8545199036598206
,Trifluridine,TRIFLURIDINE,DB00432,feline acquired immunodeficiency syndrome,TxGNN Deep Learning,0.8545035719871521
,Trifluridine,TRIFLURIDINE,DB00432,simian immunodeficiency virus infection,TxGNN Deep Learning,0.8545035719871521
EMEA/H/C/004029,Lokelma,SODIUM ZIRCONIUM CYCLOSILICATE,DB14048,simian immunodeficiency virus infection,TxGNN Deep Learning,0.8544400334358215
EMEA/H/C/004029,Lokelma,SODIUM ZIRCONIUM CYCLOSILICATE,DB14048,feline acquired immunodeficiency syndrome,TxGNN Deep Learning,0.8544400334358215
EMEA/H/C/004204,Mylotarg,GEMTUZUMAB OZOGAMICIN,DB00056,scrotum melanoma,TxGNN Deep Learning,0.8544161915779114
EMEA/H/C/003718,Lemtrada,ALEMTUZUMAB,DB00087,facial nerve neoplasm,TxGNN Deep Learning,0.8543969988822937
EMEA/H/C/003718,Lemtrada,ALEMTUZUMAB,DB00087,trochlear nerve neoplasm,TxGNN Deep Learning,0.8543969988822937
EMEA/H/C/003718,Lemtrada,ALEMTUZUMAB,DB00087,spinal accessory nerve neoplasm,TxGNN Deep Learning,0.8543969988822937
EMEA/H/C/003718,Lemtrada,ALEMTUZUMAB,DB00087,tumor of testis and paratestis,TxGNN Deep Learning,0.8543747067451477
EMEA/H/C/004275,Crysvita,BUROSUMAB,DB14012,diffuse gastric adenocarcinoma,TxGNN Deep Learning,0.8543554544448853
EMEA/H/C/004870,Polivy,POLATUZUMAB VEDOTIN,DB12240,demodicidosis of sebaceous gland,TxGNN Deep Learning,0.8543524146080017
EMEA/H/C/000660,Inovelon,RUFINAMIDE,DB06201,Gomez-Lopez-Hernandez syndrome,TxGNN Deep Learning,0.854290246963501
EMEA/H/C/000379,Cancidas (previously Caspofungin MSD),CASPOFUNGIN (AS ACETATE),DB00520,cysticercosis,TxGNN Deep Learning,0.8542683124542236
EMEA/H/C/004711,Nepexto,ETANERCEPT,DB00005,osteoarthritis susceptibility,TxGNN Deep Learning,0.8542423844337463
,Glycopyrronium,GLYCOPYRRONIUM,DB00986,gastroduodenitis,TxGNN Deep Learning,0.854236364364624
EMEA/H/C/000402,Tamiflu,OSELTAMIVIR,DB00198,hyperamylasemia,TxGNN Deep Learning,0.8542283773422241
EMEA/H/C/000402,Tamiflu,OSELTAMIVIR,DB00198,polyclonal hyperviscosity syndrome,TxGNN Deep Learning,0.8542283773422241
EMEA/H/C/000570,Mimpara,CINACALCET HYDROCHLORIDE,DB01012,prostate leiomyoma,TxGNN Deep Learning,0.8542006015777588
EMEA/H/C/006560,Gobivaz,GOLIMUMAB,DB06674,discitis,TxGNN Deep Learning,0.8541890382766724
EMEA/H/C/004465,Evenity,ROMOSOZUMAB,DB11866,"hyperparathyroidism, transient neonatal",TxGNN Deep Learning,0.8541505932807922
EMEA/H/C/000232,ReFacto AF,MOROCTOCOG ALFA,DB13999,acquired prothrombin deficiency,TxGNN Deep Learning,0.8541418313980103
EMEA/H/C/000332,Aranesp,DARBEPOETIN ALFA,DB00012,parapsoriasis,TxGNN Deep Learning,0.8541391491889954
EMEA/H/C/000660,Inovelon,RUFINAMIDE,DB06201,"serine biosynthesis pathway deficiency, infantile/juvenile form",TxGNN Deep Learning,0.8541299104690552
EMEA/H/C/004438,Mepsevii,VESTRONIDASE ALFA,DB12366,alpha-mannosidosis,TxGNN Deep Learning,0.8539993762969971
